filename	TGT	OTH	prev_phone	next_phone	TGT_item	OTH_item	X_item	TGT_first	speaker_tgt_oth	speaker_x
EN928	ʊ	i	h	d	1206	3633	546	False	5802	4926
EN929	k	l	ɪ	t	2722	3407	2724	True	3851	5189
EN930	k	l	ɪ	t	2722	3407	2724	False	3851	5189
EN931	k	l	ɛ	t	3248	3251	3250	True	5189	6509
EN932	k	l	ɛ	t	3248	3251	3250	False	5189	6509
EN933	l	k	ɪ	t	3407	2722	2771	True	3851	8193
EN934	l	k	ɪ	t	3407	2722	2771	False	3851	8193
EN935	l	k	ɛ	t	3251	3248	3753	True	5189	4926
EN936	l	k	ɛ	t	3251	3248	3753	False	5189	4926
EN937	k	m	ɛ	t	3248	3410	3250	True	5189	6509
EN938	k	m	ɛ	t	3248	3410	3250	False	5189	6509
EN939	k	m	z	ʌ	2718	2803	2660	True	8824	2294
EN940	k	m	z	ʌ	2718	2803	2660	False	8824	2294
EN941	m	k	ɛ	t	3410	3248	3412	True	5189	6509
EN942	m	k	ɛ	t	3410	3248	3412	False	5189	6509
EN943	m	k	t	æ	596	2025	598	True	6509	5189
EN944	m	k	t	æ	596	2025	598	False	6509	5189
EN945	m	k	z	ʌ	2803	2718	2675	True	8824	2294
EN946	m	k	z	ʌ	2803	2718	2675	False	8824	2294
EN947	k	n	ɪ	t	2722	3804	2724	True	3851	5189
EN948	k	n	ɪ	t	2722	3804	2724	False	3851	5189
EN949	k	n	t	ʌ	1143	1157	1142	True	2294	188
EN950	k	n	t	ʌ	1143	1157	1142	False	2294	188
EN951	k	n	ɪ	s	856	870	855	True	6509	3347
EN952	k	n	ɪ	s	856	870	855	False	6509	3347
EN953	n	k	ɪ	t	3804	2722	2833	True	3851	8193
EN954	n	k	ɪ	t	3804	2722	2833	False	3851	8193
EN955	n	k	t	ʌ	1157	1143	514	True	2294	6509
EN956	n	k	t	ʌ	1157	1143	514	False	2294	6509
EN957	n	k	ɪ	s	870	856	2698	True	6509	1571
EN958	n	k	ɪ	s	870	856	2698	False	6509	1571
EN959	k	p	æ	s	3430	3566	2990	True	2294	5189
EN960	k	p	æ	s	3430	3566	2990	False	2294	5189
EN961	k	p	z	ɑ	2139	2273	2140	True	5189	4926
EN962	k	p	z	ɑ	2139	2273	2140	False	5189	4926
EN963	k	p	ɪ	s	1524	996	855	True	5802	3347
EN964	k	p	ɪ	s	1524	996	855	False	5802	3347
EN965	p	k	ɪ	s	996	1524	1673	True	5802	188
EN966	p	k	ɪ	s	996	1524	1673	False	5802	188
EN967	k	w	s	ɪ	712	2659	713	True	5189	2741
EN968	k	w	s	ɪ	712	2659	713	False	5189	2741
EN969	w	k	s	ɪ	2659	712	788	True	5189	8193
EN970	w	k	s	ɪ	2659	712	788	False	5189	8193
EN971	k	z	æ	s	3653	3034	2990	True	2741	5189
EN972	k	z	æ	s	3653	3034	2990	False	2741	5189
EN973	k	z	æ	ɪ	2696	3437	2694	True	3347	5189
EN974	k	z	æ	ɪ	2696	3437	2694	False	3347	5189
EN975	k	z	ɪ	s	1548	2926	855	True	1571	3347
EN976	k	z	ɪ	s	1548	2926	855	False	1571	3347
EN977	z	k	æ	s	3034	3653	3032	True	2741	511
EN978	z	k	æ	s	3034	3653	3032	False	2741	511
EN979	z	k	æ	ɪ	3437	2696	2306	True	3347	8193
EN980	z	k	æ	ɪ	3437	2696	2306	False	3347	8193
EN981	l	m	ɪ	ɪ	2426	2748	2489	True	3851	5802
EN982	l	m	ɪ	ɪ	2426	2748	2489	False	3851	5802
EN983	l	m	ɪ	t	2771	3491	2772	True	8193	6509
EN984	l	m	ɪ	t	2771	3491	2772	False	8193	6509
EN985	l	m	ɪ	s	862	865	861	True	6509	8193
EN986	l	m	ɪ	s	862	865	861	False	6509	8193
EN987	m	l	ɪ	ɪ	2748	2426	2146	True	3851	8193
EN988	m	l	ɪ	ɪ	2748	2426	2146	False	3851	8193
EN989	m	l	ɪ	t	3491	2771	3827	True	8193	3347
EN990	m	l	ɪ	t	3491	2771	3827	False	8193	3347
EN991	m	l	ɪ	s	865	862	864	True	6509	8193
EN992	m	l	ɪ	s	865	862	864	False	6509	8193
EN993	n	l	ɪ	ɪ	2355	2489	2157	True	5802	6509
EN994	n	l	ɪ	ɪ	2355	2489	2157	False	5802	6509
EN995	l	ŋ	ɪ	z	3298	3819	3300	True	5802	6509
EN996	l	ŋ	ɪ	z	3298	3819	3300	False	5802	6509
EN997	l	ŋ	ɪ	ð	3701	2165	3699	True	6509	8193
EN998	l	ŋ	ɪ	ð	3701	2165	3699	False	6509	8193
EN999	ŋ	l	ɪ	ð	2165	3701	2164	True	6509	8824
EN1000	ŋ	l	ɪ	ð	2165	3701	2164	False	6509	8824
EN1001	l	t	s	ɪ	979	4541	2749	True	3851	4926
EN1002	l	t	s	ɪ	979	4541	2749	False	3851	4926
EN1003	l	t	ɪ	ð	3701	3905	3699	True	6509	8193
EN1004	l	t	ɪ	ð	3701	3905	3699	False	6509	8193
EN1005	t	l	s	ɪ	4541	979	1342	True	3851	1571
EN1006	t	l	s	ɪ	4541	979	1342	False	3851	1571
EN1007	t	l	ɪ	ð	3905	3701	3901	True	6509	3347
EN1008	t	l	ɪ	ð	3905	3701	3901	False	6509	3347
EN1009	t	l	ɪ	s	904	861	905	True	8193	6509
EN1010	t	l	ɪ	s	904	861	905	False	8193	6509
EN1011	l	v	ɪ	z	3300	3551	3298	True	6509	5802
EN1012	l	v	ɪ	z	3300	3551	3298	False	6509	5802
EN1013	l	v	ɪ	s	981	1017	861	True	5802	8193
EN1014	l	v	ɪ	s	981	1017	861	False	5802	8193
EN1015	l	v	z	ɛ	1598	1080	2144	True	5802	5189
EN1016	l	v	z	ɛ	1598	1080	2144	False	5802	5189
EN1017	v	l	ɪ	z	3551	3300	3550	True	6509	8824
EN1018	v	l	ɪ	z	3551	3300	3550	False	6509	8824
EN1019	v	l	ɪ	s	1017	981	1018	True	5802	1571
EN1020	v	l	ɪ	s	1017	981	1018	False	5802	1571
EN1021	l	z	ɪ	ð	3699	3556	3701	True	8193	6509
EN1022	l	z	ɪ	ð	3699	3556	3701	False	8193	6509
EN1023	z	l	ɪ	ð	3556	3699	3555	True	8193	8824
EN1024	z	l	ɪ	ð	3556	3699	3555	False	8193	8824
EN1025	m	n	ɪ	ɪ	3052	2503	2146	True	8824	8193
EN1026	m	n	ɪ	ɪ	3052	2503	2146	False	8824	8193
EN1027	n	m	ɪ	ɪ	2503	3052	2157	True	8824	6509
EN1028	n	m	ɪ	ɪ	2503	3052	2157	False	8824	6509
EN1029	n	m	ɪ	t	2833	3491	2834	True	8193	6509
EN1030	n	m	ɪ	t	2833	3491	2834	False	8193	6509
EN1031	n	m	ɪ	s	870	865	2698	True	6509	1571
EN1032	n	m	ɪ	s	870	865	2698	False	6509	1571
EN1033	m	ŋ	ɪ	h	3754	3176	3818	True	3851	1571
EN1034	m	ŋ	ɪ	h	3754	3176	3818	False	3851	1571
EN1035	m	ŋ	ɪ	s	1606	1516	864	True	5189	8193
EN1036	m	ŋ	ɪ	s	1606	1516	864	False	5189	8193
EN1037	ŋ	m	ɪ	h	3176	3754	2359	True	3851	5189
EN1038	ŋ	m	ɪ	h	3176	3754	2359	False	3851	5189
EN1039	v	m	d	ɛ	1831	2037	1832	True	6509	2294
EN1040	v	m	d	ɛ	1831	2037	1832	False	6509	2294
EN1041	v	m	ʌ	t	3677	2801	2902	True	2294	2741
EN1042	v	m	ʌ	t	3677	2801	2902	False	2294	2741
EN1043	v	m	ɪ	s	1018	1635	1017	True	1571	5802
EN1044	v	m	ɪ	s	1018	1635	1017	False	1571	5802
EN1045	m	w	v	ʌ	4019	4020	4021	True	3851	8193
EN1046	m	w	v	ʌ	4019	4020	4021	False	3851	8193
EN1047	m	w	z	ɛ	1637	1638	2256	True	188	6509
EN1048	m	w	z	ɛ	1637	1638	2256	False	188	6509
EN1049	w	m	v	ʌ	4020	4019	2930	True	3851	8824
EN1050	w	m	v	ʌ	4020	4019	2930	False	3851	8824
EN1051	w	m	d	ɪ	1822	1150	3611	True	5802	8193
EN1052	w	m	d	ɪ	1822	1150	3611	False	5802	8193
EN1053	m	z	ɪ	s	864	2205	865	True	8193	6509
EN1054	m	z	ɪ	s	864	2205	865	False	8193	6509
EN1055	z	m	d	ɪ	1233	1150	2097	True	5802	4926
EN1056	z	m	d	ɪ	1233	1150	2097	False	5802	4926
EN1057	z	m	ɪ	s	2205	864	2309	True	8193	188
EN1058	z	m	ɪ	s	2205	864	2309	False	8193	188
EN1059	n	ŋ	ɪ	z	3836	3549	3837	True	8824	6509
EN1060	n	ŋ	ɪ	z	3836	3549	3837	False	8824	6509
EN1061	n	ŋ	ɪ	ð	4003	2165	4002	True	6509	8193
EN1062	n	ŋ	ɪ	ð	4003	2165	4002	False	6509	8193
EN1063	n	ŋ	ɪ	f	3507	3508	3057	True	8824	2294
EN1064	n	ŋ	ɪ	f	3507	3508	3057	False	8824	2294
EN1065	ŋ	n	ɪ	z	3549	3836	3451	True	8824	8193
EN1066	ŋ	n	ɪ	z	3549	3836	3451	False	8824	8193
EN1067	ŋ	n	ɪ	ð	2165	4003	2164	True	6509	8824
EN1068	ŋ	n	ɪ	ð	2165	4003	2164	False	6509	8824
EN1069	ŋ	n	ɪ	f	3508	3507	2166	True	8824	5189
EN1070	ŋ	n	ɪ	f	3508	3507	2166	False	8824	5189
EN1071	n	p	ɪ	s	869	879	2698	True	8193	1571
EN1072	n	p	ɪ	s	869	879	2698	False	8193	1571
EN1073	p	n	z	ɑ	2554	3319	2272	True	3347	1571
EN1074	p	n	z	ɑ	2554	3319	2272	False	3347	1571
EN1075	n	t	ɪ	ð	4003	3905	4002	True	6509	8193
EN1076	n	t	ɪ	ð	4003	3905	4002	False	6509	8193
EN1077	t	n	ɪ	ð	3905	4003	3901	True	6509	3347
EN1078	t	n	ɪ	ð	3905	4003	3901	False	6509	3347
EN1079	n	v	ɪ	z	3836	3550	3837	True	8824	6509
EN1080	n	v	ɪ	z	3836	3550	3837	False	8824	6509
EN1081	n	v	ʌ	ɪ	3527	3602	3529	True	1571	3851
EN1082	n	v	ʌ	ɪ	3527	3602	3529	False	1571	3851
EN1083	v	n	ɪ	z	3550	3836	3551	True	8824	6509
EN1084	v	n	ɪ	z	3550	3836	3551	False	8824	6509
EN1085	v	n	ʌ	ɪ	3602	3527	2194	True	1571	6509
EN1086	v	n	ʌ	ɪ	3602	3527	2194	False	1571	6509
EN1087	ŋ	z	ɪ	b	3552	3553	3554	True	1571	8193
EN1088	ŋ	z	ɪ	b	3552	3553	3554	False	1571	8193
EN1089	z	ŋ	ɪ	h	2927	2360	2376	True	4926	8193
EN1090	z	ŋ	ɪ	h	2927	2360	2376	False	4926	8193
EN1091	oʊ	s	t	d	605	1704	603	True	5802	2294
EN1092	oʊ	s	t	d	605	1704	603	False	5802	2294
EN1093	oʊ	s	k	t	1702	1894	1703	True	3851	6509
EN1094	oʊ	s	k	t	1702	1894	1703	False	3851	6509
EN1095	s	oʊ	k	t	1894	1702	293	True	3851	6509
EN1096	s	oʊ	k	t	1894	1702	293	False	3851	6509
EN1097	oʊ	t	s	b	2863	2864	3557	True	2741	5189
EN1098	oʊ	t	s	b	2863	2864	3557	False	2741	5189
EN1099	t	oʊ	s	k	540	521	541	True	1571	5189
EN1100	t	oʊ	s	k	540	521	541	False	1571	5189
EN1101	t	oʊ	s	ð	296	289	358	True	8193	6509
EN1102	t	oʊ	s	ð	296	289	358	False	8193	6509
EN1103	t	w	s	ɪ	3338	789	1342	True	6509	1571
EN1104	t	w	s	ɪ	3338	789	1342	False	6509	1571
EN1105	t	w	s	ɛ	4070	2374	4071	True	6509	4926
EN1106	t	w	s	ɛ	4070	2374	4071	False	6509	4926
EN1107	t	w	k	ɪ	4050	2785	2571	True	8824	3347
EN1108	t	w	k	ɪ	4050	2785	2571	False	8824	3347
EN1109	w	t	s	ɛ	2374	4070	2924	True	6509	2294
EN1110	w	t	s	ɛ	2374	4070	2924	False	6509	2294
EN1111	w	t	k	ɪ	2785	4050	2582	True	8824	8193
EN1112	w	t	k	ɪ	2785	4050	2582	False	8824	8193
EN1113	w	t	s	ɪ	789	3338	788	True	6509	8193
EN1114	w	t	s	ɪ	789	3338	788	False	6509	8193
EN1115	v	w	s	ɛ	2734	2924	2733	True	2294	188
EN1116	v	w	s	ɛ	2734	2924	2733	False	2294	188
EN1117	v	w	z	ɪ	2085	3612	2086	True	188	5189
EN1118	v	w	z	ɪ	2085	3612	2086	False	188	5189
EN1119	v	w	z	ɛ	3871	1638	786	True	188	3347
EN1120	v	w	z	ɛ	3871	1638	786	False	188	3347
EN1121	w	v	s	ɛ	2924	2734	2374	True	2294	6509
EN1122	w	v	s	ɛ	2924	2734	2374	False	2294	6509
EN1123	w	v	z	ɪ	3612	2085	2920	True	188	1571
EN1124	w	v	z	ɪ	3612	2085	2920	False	188	1571
EN1125	w	v	z	ɛ	1638	3871	793	True	188	4926
EN1126	w	v	z	ɛ	1638	3871	793	False	188	4926
EN1127	æ	t	k	f	4126	4127	4128	True	6895	3851
EN1128	æ	t	k	f	4126	4127	4128	False	6895	3851
EN1129	æ	t	s	k	1932	1933	171	True	3851	2294
EN1130	æ	t	s	k	1932	1933	171	False	3851	2294
EN1131	t	æ	k	s	1897	1904	1896	True	6509	3851
EN1132	t	æ	k	s	1897	1904	1896	False	6509	3851
EN1133	t	æ	k	f	4127	4126	4130	True	6895	5189
EN1134	t	æ	k	f	4127	4126	4130	False	6895	5189
EN1135	t	æ	s	k	1933	1932	540	True	3851	1571
EN1136	t	æ	s	k	1933	1932	540	False	3851	1571
EN1137	ɹ	t	ɑ	ð	4168	4169	4170	True	8193	5189
EN1138	ɹ	t	ɑ	ð	4168	4169	4170	False	8193	5189
EN1139	t	ɹ	ɑ	ð	4169	4168	4172	True	8193	4926
EN1140	t	ɹ	ɑ	ð	4169	4168	4172	False	8193	4926
EN1141	ʌ	i	b	s	1858	1957	1857	True	5189	3851
EN1142	ʌ	i	b	s	1858	1957	1857	False	5189	3851
EN1143	ʌ	i	ʃ	t	4199	4200	4201	True	188	2294
EN1144	ʌ	i	ʃ	t	4199	4200	4201	False	188	2294
EN1145	i	ʌ	k	p	1959	1949	1960	True	6509	3851
EN1146	i	ʌ	k	p	1959	1949	1960	False	6509	3851
EN1147	i	ʌ	b	s	1957	1858	1923	True	5189	2741
EN1148	i	ʌ	b	s	1957	1858	1923	False	5189	2741
EN1149	i	ʌ	ʃ	t	4200	4199	1454	True	188	2741
EN1150	i	ʌ	ʃ	t	4200	4199	1454	False	188	2741
EN1151	b	f	z	ɪ	1980	4209	2078	True	5189	1571
EN1152	b	f	z	ɪ	1980	4209	2078	False	5189	1571
EN1153	b	f	z	ɛ	633	674	635	True	5189	3347
EN1154	b	f	z	ɛ	633	674	635	False	5189	3347
EN1155	b	f	s	æ	3013	3283	3012	True	188	8824
EN1156	b	f	s	æ	3013	3283	3012	False	188	8824
EN1157	f	b	z	ɪ	4209	1980	2002	True	5189	3347
EN1158	f	b	z	ɪ	4209	1980	2002	False	5189	3347
EN1159	f	b	z	ɛ	674	633	2128	True	5189	274
EN1160	f	b	z	ɛ	674	633	2128	False	5189	274
EN1161	f	b	s	æ	3283	3013	3281	True	188	3347
EN1162	f	b	s	æ	3283	3013	3281	False	188	3347
EN1163	b	h	d	ɪ	2010	2481	774	True	3851	3347
EN1164	b	h	d	ɪ	2010	2481	774	False	3851	3347
EN1165	b	h	s	æ	3012	4266	3013	True	8824	188
EN1166	b	h	s	æ	3012	4266	3013	False	8824	188
EN1167	h	b	d	ɪ	2481	2010	1238	True	3851	5802
EN1168	h	b	d	ɪ	2481	2010	1238	False	3851	5802
EN1169	h	b	s	æ	4266	3012	3975	True	8824	511
EN1170	h	b	s	æ	4266	3012	3975	False	8824	511
EN1171	b	l	z	ɪ	4210	4216	2078	True	5802	1571
EN1172	b	l	z	ɪ	4210	4216	2078	False	5802	1571
EN1173	b	l	ʌ	dʒ	2071	4218	2073	True	1571	4926
EN1174	b	l	ʌ	dʒ	2071	4218	2073	False	1571	4926
EN1175	b	l	z	ɛ	635	1596	633	True	3347	5189
EN1176	b	l	z	ɛ	635	1596	633	False	3347	5189
EN1177	l	b	z	ɪ	4216	4210	4217	True	5802	3347
EN1178	l	b	z	ɪ	4216	4210	4217	False	5802	3347
EN1179	l	b	ʌ	dʒ	4218	2071	4219	True	1571	6509
EN1180	l	b	ʌ	dʒ	4218	2071	4219	False	1571	6509
EN1181	l	b	z	ɛ	1596	635	2144	True	3347	5189
EN1182	l	b	z	ɛ	1596	635	2144	False	3347	5189
EN1183	b	n	æ	s	1976	2042	2043	True	8193	6509
EN1184	b	n	æ	s	1976	2042	2043	False	8193	6509
EN1185	b	n	v	ɑ	4215	4222	4214	True	8824	1571
EN1186	b	n	v	ɑ	4215	4222	4214	False	8824	1571
EN1187	b	n	z	ɛ	633	1373	635	True	5189	3347
EN1188	b	n	z	ɛ	633	1373	635	False	5189	3347
EN1189	n	b	æ	s	2042	1976	2044	True	8193	6509
EN1190	n	b	æ	s	2042	1976	2044	False	8193	6509
EN1191	n	b	v	ɑ	4222	4215	4223	True	8824	3347
EN1192	n	b	v	ɑ	4222	4215	4223	False	8824	3347
EN1193	n	b	z	ɛ	1373	633	2045	True	5189	8824
EN1194	n	b	z	ɛ	1373	633	2045	False	5189	8824
EN1195	b	ɹ	s	æ	3012	2627	3013	True	8824	188
EN1196	b	ɹ	s	æ	3012	2627	3013	False	8824	188
EN1197	tʃ	p	æ	t	2101	4425	3037	True	1571	2294
EN1198	tʃ	p	æ	t	2101	4425	3037	False	1571	2294
EN1199	tʃ	p	z	ɑ	3061	2554	2109	True	3347	5189
EN1200	tʃ	p	z	ɑ	3061	2554	2109	False	3347	5189
EN1201	p	tʃ	ɪ	s	879	819	1673	True	8193	188
EN1202	p	tʃ	ɪ	s	879	819	1673	False	8193	188
EN1203	tʃ	s	ʌ	æ	2161	2184	2159	True	4926	3851
EN1204	tʃ	s	ʌ	æ	2161	2184	2159	False	4926	3851
EN1205	tʃ	s	ʌ	t	3082	4245	3676	True	4926	2294
EN1206	tʃ	s	ʌ	t	3082	4245	3676	False	4926	2294
EN1207	s	tʃ	ʌ	æ	2184	2161	2183	True	4926	8824
EN1208	s	tʃ	ʌ	æ	2184	2161	2183	False	4926	8824
EN1209	s	tʃ	ʌ	t	4245	3082	2891	True	4926	8193
EN1210	s	tʃ	ʌ	t	4245	3082	2891	False	4926	8193
EN1211	tʃ	t	ɪ	s	819	904	821	True	8193	3347
EN1212	tʃ	t	ɪ	s	819	904	821	False	8193	3347
EN1213	tʃ	t	ɪ	ð	2107	3901	2105	True	3347	5802
EN1214	tʃ	t	ɪ	ð	2107	3901	2105	False	3347	5802
EN1215	t	tʃ	ɪ	s	904	819	905	True	8193	6509
EN1216	t	tʃ	ɪ	s	904	819	905	False	8193	6509
EN1217	t	tʃ	ɪ	ð	3901	2107	3905	True	3347	6509
EN1218	t	tʃ	ɪ	ð	3901	2107	3905	False	3347	6509
EN1219	t	tʃ	ɪ	h	3946	3668	4068	True	3347	188
EN1220	t	tʃ	ɪ	h	3946	3668	4068	False	3347	188
EN1221	d	h	z	ɪ	4253	2580	2296	True	3347	1571
EN1222	d	h	z	ɪ	4253	2580	2296	False	3347	1571
EN1223	ð	m	s	æ	4271	4274	3185	True	2294	1571
EN1224	ð	m	s	æ	4271	4274	3185	False	2294	1571
EN1225	ð	m	ɪ	ɪ	2114	3052	2354	True	8824	5802
EN1226	ð	m	ɪ	ɪ	2114	3052	2354	False	8824	5802
EN1227	m	ð	z	ɛ	1637	2372	2256	True	188	6509
EN1228	m	ð	z	ɛ	1637	2372	2256	False	188	6509
EN1229	m	ð	s	æ	4274	4271	4273	True	2294	3851
EN1230	m	ð	s	æ	4274	4271	4273	False	2294	3851
EN1231	m	ð	ɪ	ɪ	3052	2114	2146	True	8824	8193
EN1232	m	ð	ɪ	ɪ	3052	2114	2146	False	8824	8193
EN1233	ɛ	u	s	p	4303	4304	4305	True	1571	6509
EN1234	ɛ	u	s	p	4303	4304	4305	False	1571	6509
EN1235	ɛ	u	d	s	254	301	256	True	5802	5189
EN1236	ɛ	u	d	s	254	301	256	False	5802	5189
EN1237	ɛ	u	t	s	3221	3222	3223	True	5802	6895
EN1238	ɛ	u	t	s	3221	3222	3223	False	5802	6895
EN1239	u	ɛ	d	s	301	254	302	True	5802	3347
EN1240	u	ɛ	d	s	301	254	302	False	5802	3347
EN1241	u	ɛ	t	s	3222	3221	3224	True	5802	8193
EN1242	u	ɛ	t	s	3222	3221	3224	False	5802	8193
EN1243	f	p	s	ɑ	3956	4428	3954	True	2741	8824
EN1244	f	p	s	ɑ	3956	4428	3954	False	2741	8824
EN1245	f	p	z	ɑ	2221	2273	2222	True	5189	8193
EN1246	f	p	z	ɑ	2221	2273	2222	False	5189	8193
EN1247	p	f	s	ɑ	4428	3956	4426	True	2741	6895
EN1248	p	f	s	ɑ	4428	3956	4426	False	2741	6895
EN1249	p	f	z	ɑ	2273	2221	2554	True	5189	3347
EN1250	p	f	z	ɑ	2273	2221	2554	False	5189	3347
EN1251	f	v	z	ɪ	4209	2086	2002	True	5189	3347
EN1252	f	v	z	ɪ	4209	2086	2002	False	5189	3347
EN1253	f	v	ɪ	h	2316	2371	3157	True	4926	3851
EN1254	f	v	ɪ	h	2316	2371	3157	False	4926	3851
EN1255	v	f	ɪ	h	2371	2316	2370	True	4926	188
EN1256	v	f	ɪ	h	2371	2316	2370	False	4926	188
EN1257	l	h	z	ɛ	2144	841	1596	True	5189	3347
EN1258	l	h	z	ɛ	2144	841	1596	False	5189	3347
EN1259	l	h	s	ɪ	716	687	2749	True	8193	4926
EN1260	l	h	s	ɪ	716	687	2749	False	8193	4926
EN1261	h	n	s	æ	3975	2615	4266	True	511	8824
EN1262	h	n	s	æ	3975	2615	4266	False	511	8824
EN1263	n	h	s	æ	2615	3975	2613	True	511	2294
EN1264	n	h	s	æ	2615	3975	2613	False	511	2294
EN1265	n	h	z	ɛ	1373	841	2045	True	5189	8824
EN1266	n	h	z	ɛ	1373	841	2045	False	5189	8824
EN1267	l	w	s	ɑ	4379	4380	4381	True	5802	5189
EN1268	l	w	s	ɑ	4379	4380	4381	False	5802	5189
EN1269	l	w	s	ɪ	716	788	2749	True	8193	4926
EN1270	l	w	s	ɪ	716	788	2749	False	8193	4926
EN1271	w	l	s	ɑ	4380	4379	4105	True	5802	2741
EN1272	w	l	s	ɑ	4380	4379	4105	False	5802	2741
EN1273	w	l	s	ɪ	788	716	789	True	8193	6509
EN1274	w	l	s	ɪ	788	716	789	False	8193	6509
EN1275	ŋ	t	ɪ	h	2359	4314	2360	True	5189	4926
EN1276	ŋ	t	ɪ	h	2359	4314	2360	False	5189	4926
EN1277	ŋ	t	ɑ	ɡ	4411	4412	4413	True	1571	5189
EN1278	ŋ	t	ɑ	ɡ	4411	4412	4413	False	1571	5189
EN1279	t	ŋ	ɪ	s	3945	872	904	True	3347	8193
EN1280	t	ŋ	ɪ	s	3945	872	904	False	3347	8193
EN1281	t	ŋ	ɪ	h	4314	2359	4068	True	5189	188
EN1282	t	ŋ	ɪ	h	4314	2359	4068	False	5189	188
EN1283	ŋ	v	ɪ	t	3121	4450	2444	True	188	5189
EN1284	ŋ	v	ɪ	t	3121	4450	2444	False	188	5189
EN1285	ŋ	v	ɪ	z	3549	3550	3451	True	8824	8193
EN1286	ŋ	v	ɪ	z	3549	3550	3451	False	8824	8193
EN1287	ŋ	v	ɪ	h	2360	2371	2359	True	4926	5189
EN1288	ŋ	v	ɪ	h	2360	2371	2359	False	4926	5189
EN1289	v	ŋ	ɪ	t	4450	3121	2905	True	188	4926
EN1290	v	ŋ	ɪ	t	4450	3121	2905	False	188	4926
EN1291	v	ŋ	ɪ	h	2371	2360	2370	True	4926	188
EN1292	v	ŋ	ɪ	h	2371	2360	2370	False	4926	188
EN1293	p	t	ɑ	s	4436	4368	4434	True	4926	8193
EN1294	p	t	ɑ	s	4436	4368	4434	False	4926	8193
EN1295	t	p	ɪ	s	904	879	905	True	8193	6509
EN1296	t	p	ɪ	s	904	879	905	False	8193	6509
EN1297	p	v	ɪ	s	996	1017	1673	True	5802	188
EN1298	p	v	ɪ	s	996	1017	1673	False	5802	188
EN1299	p	v	æ	s	4035	4036	2046	True	1571	3347
EN1300	p	v	æ	s	4035	4036	2046	False	1571	3347
EN1301	p	v	ʌ	t	4423	2902	4422	True	2741	8193
EN1302	p	v	ʌ	t	4423	2902	4422	False	2741	8193
EN1303	v	p	ɪ	s	1017	996	1018	True	5802	1571
EN1304	v	p	ɪ	s	1017	996	1018	False	5802	1571
EN1305	b	m	z	ɛ	2997	2998	633	True	3851	5189
EN1306	b	m	z	ɛ	2997	2998	633	False	3851	5189
EN1307	b	m	d	ɪ	774	2804	2010	True	3347	3851
EN1308	b	m	d	ɪ	774	2804	2010	False	3347	3851
EN1309	b	m	v	ɪ	4469	4221	2064	True	511	5802
EN1310	b	m	v	ɪ	4469	4221	2064	False	511	5802
EN1311	m	b	z	ɛ	2998	2997	1637	True	3851	188
EN1312	m	b	z	ɛ	2998	2997	1637	False	3851	188
EN1313	m	b	d	ɪ	2804	774	1150	True	3347	5802
EN1314	m	b	d	ɪ	2804	774	1150	False	3347	5802
EN1315	m	b	v	ɪ	4221	4469	2039	True	511	4926
EN1316	m	b	v	ɪ	4221	4469	2039	False	511	4926
EN1317	ɡ	n	ɪ	f	2134	4325	2136	True	5189	188
EN1318	ɡ	n	ɪ	f	2134	4325	2136	False	5189	188
EN1319	ɡ	n	ɛ	z	4327	4328	3306	True	3851	6509
EN1320	ɡ	n	ɛ	z	4327	4328	3306	False	3851	6509
EN1321	k	t	ɪ	s	1548	2731	855	True	1571	3347
EN1322	k	t	ɪ	s	1548	2731	855	False	1571	3347
EN1323	k	t	ʊ	ð	4554	4555	4556	True	2294	6509
EN1324	k	t	ʊ	ð	4554	4555	4556	False	2294	6509
EN1325	t	k	ʊ	ð	4555	4554	4557	True	2294	3851
EN1326	t	k	ʊ	ð	4555	4554	4557	False	2294	3851
EN1327	l	s	ɪ	t	3407	3592	2771	True	3851	8193
EN1328	l	s	ɪ	t	3407	3592	2771	False	3851	8193
EN1329	l	s	t	ɛ	4561	4562	501	True	8824	5802
EN1330	l	s	t	ɛ	4561	4562	501	False	8824	5802
EN1331	s	l	ɪ	t	3592	3407	2853	True	3851	5189
EN1332	s	l	ɪ	t	3592	3407	2853	False	3851	5189
EN1333	s	l	t	ɛ	4562	4561	2567	True	8824	1571
EN1334	s	l	t	ɛ	4562	4561	2567	False	8824	1571
EN1335	s	l	k	ɛ	3460	3459	3462	True	511	6509
EN1336	s	l	k	ɛ	3460	3459	3462	False	511	6509
EN1337	m	s	ɪ	ɪ	3052	2180	2146	True	8824	8193
EN1338	m	s	ɪ	ɪ	3052	2180	2146	False	8824	8193
EN1339	m	s	ʌ	t	3490	4245	2801	True	4926	2294
EN1340	m	s	ʌ	t	3490	4245	2801	False	4926	2294
EN1341	s	m	ɪ	ɪ	2180	3052	4504	True	8824	1571
EN1342	s	m	ɪ	ɪ	2180	3052	4504	False	8824	1571
EN1343	s	m	ʌ	b	3590	4564	3591	True	188	4926
EN1344	s	m	ʌ	b	3590	4564	3591	False	188	4926
EN1345	m	ʃ	ɪ	t	3491	2466	3827	True	8193	3347
EN1346	m	ʃ	ɪ	t	3491	2466	3827	False	8193	3347
EN1347	m	ʃ	d	ɪ	1151	1192	1150	True	4926	5802
EN1348	m	ʃ	d	ɪ	1151	1192	1150	False	4926	5802
EN1349	ʃ	m	ɪ	t	2466	3491	2723	True	8193	3851
EN1350	ʃ	m	ɪ	t	2466	3491	2723	False	8193	3851
