index	#file	onset	offset	#phone	prev-phone	next-phone	speaker
1661	3050	0.6	0.8	ʁ	i	d	M04_O
2665	5266	0.45000	0.93873	ɑ̃	t	s	F01_N
2538	14928	0.52500	0.84575	ɑ̃	f	s	F02_N
2753	2899	0.58031	0.85500	p	a	e	F03_O
2782	20510	0.41631	0.61074	l	i	u	F06_O
2370	337	0.43829	0.67250	l	ɛ	a	F06_O
2901	9572	0.26250	0.53297	ʁ	e	i	M10_O
2683	1097	0.42307	0.57524	ɛ	i	t	F08_O
475	11162	0.2025	0.5925	e	k	a	M10_O
1404	18805	0.495	0.745	ə	k	s	M01_O
1644	13204	0.615	0.865	ɔ̃	d	k	F03_O
2539	17047	0.36559	0.53128	ʁ	a	a	F03_O
479	11762	0.37250	0.60229	e	t	a	F05_N
2924	18814	0.7025	0.9025	u	s	s	M04_O
2925	18597	0.37500	0.55833	y	s	s	M04_O
1491	5462	0.6825	0.8725	w	t	a	M01_O
2546	1665	0.3825	0.7425	w	ʒ	a	M10_N
7000	18560	0.6125	0.9425	j	i	e	F05_N
7001	8765	0.2925	0.6225	z	i	e	F05_N
7002	14902	0.67750	0.85251	j	i	e	F02_N
7164	18450	0.44250	0.62250	z	i	e	F10_O
7004	12672	0.58707	0.78500	j	a	i	F02_O
7005	18478	0.265	0.565	z	a	i	F02_O
1549	18082	0.4	0.59	z	a	i	F02_N
7007	15707	0.6025	0.8625	ʒ	i	i	F01_N
7008	1915	0.5725	0.8025	z	i	i	F01_N
1547	15710	0.7325	0.9225	z	i	i	F05_N
7016	4611	0.5675	0.8875	ʒ	a	i	F02_O
7012	240	0.40250	0.77250	ʒ	a	o	M10_N
7013	17976	0.7325	0.8925	z	a	o	M10_N
7014	20710	0.1725	0.5525	ʒ	a	o	M10_O
7015	715	0.6875	0.8675	z	a	o	F02_N
7062	9866	0.3725	0.7025	ʒ	i	i	F10_O
7063	2546	0.32	0.56	v	i	i	F10_O
7064	14023	0.66146	0.77981	v	i	i	F02_N
7085	11991	0.6025	0.7725	ʒ	a	u	M08_N
7086	18968	0.5875	0.7775	v	a	u	M08_N
7087	9542	0.4525	0.8025	ʒ	a	u	M01_O
7088	7235	0.5225	0.7625	v	a	u	F02_N
7034	573	0.63779	0.91250	v	a	i	F02_O
7035	1114	0.46250	0.64117	v	a	i	M01_O
7097	3559	0.65470	0.85420	b	a	a	F10_O
7098	11643	0.3725	0.7225	f	a	a	F10_O
7112	9023	0.6825	0.9325	b	a	i	M10_N
7113	13488	0.3325	0.5925	b	a	i	F02_N
7115	93	0.56678	0.82546	b	a	ɔ	M10_N
7116	2126	0.4125	0.6125	f	a	ɔ	M10_N
7117	18825	0.63610	0.77981	b	a	ɔ	F02_N
7118	3200	0.6325	0.9225	f	a	ɔ	F06_O
7133	20317	0.5625	0.7425	u	v	t	F01_O
7134	6959	0.3825	0.6025	ɔ	v	t	F01_O
7135	2479	0.3525	0.6825	u	v	t	M01_O
7136	11548	0.63	0.8	ɔ	v	t	F06_O
7137	20060	0.705	0.925	u	v	k	M04_O
7138	15375	0.70204	0.89816	ɔ	v	k	M04_O
7139	5512	0.60060	0.78826	u	v	k	F06_O
7140	17510	0.59552	0.83729	ɔ	v	k	F06_N
1437	6800	0.3625	0.5825	u	k	p	M10_O
7151	4737	0.27	0.77	y	f	s	F10_O
7152	19014	0.5175	0.7375	ɔ	f	s	F10_O
7157	8377	0.2225	0.6025	y	k	s	F03_O
1899	19013	0.655	0.925	y	k	s	M01_O
7158	16843	0.64286	0.86000	z	i	a	M01_O
7167	14762	0.43250	0.78319	ʃ	ə	o	F05_N
7168	16363	0.6325	0.8725	f	ə	o	F05_N
7169	13045	0.26250	0.57016	ʃ	ə	o	F01_O
7170	2050	0.345	0.645	f	ə	o	M01_O
7172	19138	0.5325	0.8025	ʃ	ə	a	F01_O
7126	12720	0.6325	0.9325	f	ə	a	F01_O
7173	18855	0.4025	0.6525	ʃ	ə	a	M01_O
7124	3839	0.63000	0.78657	f	ə	a	M07_N
7177	1243	0.5975	0.8475	p	ə	a	F01_N
7178	7880	0.61412	0.74769	ɡ	ə	a	F01_N
7179	5433	0.4525	0.6425	p	ə	a	M10_N
7180	4491	0.77	0.93	ɡ	ə	a	F02_N
7181	17127	0.32839	0.55664	p	i	a	F02_O
7190	4336	0.43500	0.69358	ɔ	p	t	F02_O
7191	13807	0.57500	0.81870	ø	p	t	F02_O
7147	3451	0.5925	0.8425	ɔ	p	t	M07_N
7192	1397	0.4625	0.7325	ø	p	t	M01_O
452	2716	0.275	0.625	d	i	i	F02_N
450	574	0.5375	0.8075	d	i	i	F05_N
460	4395	0.57250	0.75783	d	a	i	M10_N
458	11267	0.37	0.63	d	a	i	F10_O
1801	11361	0.5275	0.7675	d	e	a	M04_O
1803	8329	0.5825	0.8625	d	e	a	M10_N
1797	16076	0.4425	0.6325	d	a	i	F01_O
1550	7227	0.3825	0.6325	z	a	i	F01_O
1548	6881	0.5625	0.8525	z	i	i	F06_N
2111	8259	0.5925	0.8225	t	a	i	F02_N
2113	15592	0.5325	0.8225	t	a	i	M10_N
2146	8522	0.415	0.555	n	a	i	F02_N
1032	5217	0.4375	0.6275	l	e	a	F10_O
1665	15613	0.4925	0.8325	ʁ	a	a	M10_N
2053	17082	0.725	0.865	ʁ	a	i	F02_N
2054	1838	0.3925	0.5825	ʁ	a	i	M01_O
2065	11654	0.5475	0.9475	k	i	i	F03_O
2066	4612	0.475	0.745	ʁ	i	i	F03_O
2067	7635	0.49915	0.66315	ʁ	i	i	F06_O
1738	164	0.51	0.74	a	d	t	F02_N
1883	8876	0.66500	0.81362	u	d	t	F02_N
1736	13938	0.50250	0.69527	a	d	t	F01_O
120	3680	0.4925	0.8625	u	k	s	F10_O
2935	3713	0.3325	0.7525	a	f	s	M10_O
2399	20520	0.46534	0.71500	a	k	s	F03_O
90	2067	0.36250	0.55157	o	s	d	M08_N
91	16693	0.56500	0.73585	o	s	d	F03_O
87	19941	0.30250	0.56171	a	d	s	M07_O
2072	17157	0.5025	0.7225	ʁ	e	ɔ	M01_O
7020	19423	0.4525	0.6525	z	i	a	F01_O
1394	2502	0.4225	0.6125	t	e	ɔ	F06_N
1467	15022	0.7025	0.8525	v	e	a	F10_O
1893	6623	0.5575	0.8175	u	p	s	F10_O
1945	4899	0.2375	0.6775	ɛ	p	s	F10_O
1946	8569	0.3025	0.7225	ɛ	p	s	M10_N
1608	6719	0.455	0.725	ɑ̃	d	s	M02_O
3022	11303	0.5325	0.8325	ɑ̃	t	s	F02_O
3023	18700	0.435	0.685	ɛ̃	t	s	F02_O
2547	3187	0.2725	0.5725	ɑ̃	i	s	F01_O
1646	4079	0.2725	0.6625	ɛ̃	i	s	F01_O
2791	2427	0.345	0.575	ɑ̃	i	s	M01_O
2740	3508	0.66146	0.83000	ɛ̃	i	s	F03_O
2038	9360	0.5575	0.7975	s	a	e	M04_O
1812	15554	0.29000	0.47718	s	a	e	F02_N
2035	452	0.6225	0.8925	s	e	a	F06_N
1604	15403	0.6025	0.8625	ʃ	e	a	F06_N
1802	15799	0.435	0.655	s	e	a	M04_O
7142	1524	0.2675	0.5875	y	t	d	F02_N
7130	18511	0.72402	0.87280	ɔ	t	d	F02_N
7128	14209	0.65	0.83	ɔ	t	d	M07_N
7150	8318	0.32250	0.53635	y	t	p	F02_O
7156	9651	0.535	0.745	y	p	s	F02_N
7154	16063	0.4175	0.6475	y	p	s	F03_O
788	17337	0.67668	0.85250	i	d	k	F01_O
787	16790	0.55750	0.75107	i	d	k	F03_O
1943	853	0.6025	0.7625	ɛ	p	d	F02_N
1942	3948	0.64250	0.81700	ɛ	p	d	M10_O
1047	4623	0.55250	0.73923	ø	p	d	F06_N
9000	14902	0.6775	0.85251	j	i	e	F02_N
9001	18450	0.4425	0.6225	z	i	e	F10_O
9002	20291	0.4925	0.74938	z	a	a	M01_O
9003	12672	0.58707	0.785	j	a	i	F02_O
9004	240	0.4025	0.7725	ʒ	a	o	M10_N
9005	573	0.63779	0.9125	v	a	i	F02_O
9006	1114	0.4625	0.64117	v	a	i	M01_O
9007	3559	0.6547	0.8542	b	a	a	F10_O
9008	93	0.5667800000000001	0.8254600000000001	b	a	ɔ	M10_N
9009	18825	0.6361	0.77981	b	a	ɔ	F02_N
9010	15375	0.70204	0.8981600000000001	ɔ	v	k	M04_O
9011	5512	0.6006	0.7882600000000001	u	v	k	F06_O
9012	17510	0.5955199999999999	0.83729	ɔ	v	k	F06_N
9013	7149	0.7025	0.9235200000000001	ɔ	k	p	M10_O
9014	2834	0.7	0.94381	ʃ	a	e	M04_O
9015	15491	0.43491	0.6039800000000001	ʃ	a	a	F06_N
9016	13045	0.2625	0.57016	ʃ	ə	o	F01_O
9017	3839	0.63	0.78657	f	ə	a	M07_N
9018	17127	0.32839	0.5566399999999999	p	i	a	F02_O
9019	10924	0.385	0.63779	ɡ	i	a	F02_O
9020	19412	0.4575	0.6902	p	i	a	M04_O
9021	322	0.62088	0.8025	ɡ	i	a	F01_O
9022	4336	0.435	0.69358	ɔ	p	t	F02_O
9023	13807	0.575	0.8187	ø	p	t	F02_O
9024	4395	0.5725	0.75783	d	a	i	M10_N
9025	12097	0.6525	0.83391	t	s	e	M08_N
9026	13648	0.57524	0.785	k	a	a	F10_O
9027	2891	0.615	0.77474	ʁ	a	a	F02_N
9028	13938	0.5025	0.6952699999999999	a	d	t	F01_O
9029	3514	0.4325	0.5955199999999999	u	d	t	F01_O
9030	8876	0.665	0.81362	u	d	t	F02_N
9031	13125	0.3625	0.57524	a	s	k	F06_N
9032	13866	0.2375	0.51944	a	s	k	F10_O
9033	10862	0.2725	0.54818	y	d	p	M08_N
9034	2067	0.3625	0.55157	o	s	d	M08_N
9035	19941	0.3025	0.56171	a	d	s	M07_O
9036	15817	0.535	0.75445	o	d	s	F03_O
9037	12661	0.6525	0.90154	ɔ̃	t	p	F06_O
9038	12029	0.555	0.78657	ɔ̃	s	k	M02_O
9039	14010	0.3025	0.64117	i	s	k	M08_N
9040	2801	0.3994	0.6	t	e	ɔ	M01_O
9041	4472	0.2625	0.52959	b	e	a	F06_N
9042	5680	0.3825	0.59721	n	e	i	M01_O
9043	9640	0.54250	0.66653	ɛ	d	t	M10_N
9044	7358	0.5925	0.8237700000000001	ɑ̃	k	p	M07_O
9045	5266	0.45	0.93873	ɑ̃	t	s	F01_N
9046	11014	0.2575	0.5566399999999999	ɛ̃	t	s	F01_N
9047	11428	0.3925	0.58538	ɛ	s	d	M08_N
9048	8804	0.37742	0.59	ɛ̃	s	d	F10_O
9049	15554	0.29	0.47718	s	a	e	F02_N
9050	18511	0.72402	0.8728	ɔ	t	d	F02_N
9051	8318	0.3225	0.53635	y	t	p	F02_O
9052	5306	0.6825	0.8897	a	k	p	M07_O
9053	4243	0.4125	0.5836899999999999	a	k	p	F01_O
9054	17337	0.6766800000000001	0.8525	i	d	k	F01_O
9055	16790	0.5575	0.75107	i	d	k	F03_O
9056	14888	0.4925	0.7679699999999999	ɑ̃	t	p	M01_O
9057	3948	0.6425	0.817	ɛ	p	d	M10_O
9058	4623	0.5525	0.73923	ø	p	d	F06_N
10000	2891	0.615	0.795	ʁ	a	a	F02_N
10001	9310	0.46026999999999996	0.59721	t	a	a	M07_N
10002	18549	0.49746	0.6475	m	a	i	F02_N
10003	8367	0.62427	0.8025	b	a	a	F06_N
10004	9283	0.3725	0.5566399999999999	ʁ	a	s	M10_N
10005	20344	0.3125	0.53466	p	a	a	M04_O
10006	19303	0.61412	0.7725	ʁ	k	a	F01_O
10007	9460	0.725	0.915	p	k	a	M07_N
10008	3650	0.45688999999999996	0.6225	p	i	a	M10_N
10009	17316	0.6361	0.7725	ʒ	i	i	F02_N
10010	2764	0.45011999999999996	0.605	n	i	i	F02_N
10011	18066	0.5525	0.7831899999999999	ɛ	d	p	M08_N
10012	798	0.3825	0.56002	ɛ	d	p	F06_N
10013	1401	0.62	0.77812	ɛ	a	k	F10_O
10014	4496	0.1825	0.62427	o	s	k	M10_N
10015	16047	0.33347	0.7725	o	s	k	M08_N
10016	14767	0.42307	0.5975	n	i	a	M07_N
